Time,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64
50,1393.85,1167.03,47.13,62.58,1126.79,216.62,160.55,6.78,75.43,18.1,291.82,2.34,9.42,46.6,7.35,36.98,3.28,55.79,0.59,9.25,0.44,7.34,6.32,91.11,94.38,60.39,410.74,524.43,9.05,604.08,30.11,931.1,111.29,172.42,4683.77,722.37,21.19,5.32,26.03,11.26,18.82,442.8,68.69,103.37,123.57,13.73,88.2,40.09,1661.17,19.47,3.78,6.51,2.74,168.58,1.42,9.77,0.19,4.01,0.36,8.27,21.3,20.88,7.92,10.19
51,1313.22,1099.53,44.41,58.96,1061.61,204.09,151.26,6.38,71.07,17.05,274.94,2.21,8.88,43.9,6.93,34.84,3.09,52.56,0.55,8.72,0.42,6.92,5.95,85.84,88.92,56.9,386.98,494.09,8.53,569.13,28.37,877.24,104.85,162.44,4412.84,680.59,19.96,5.01,24.53,10.61,17.73,417.19,64.72,97.39,116.43,12.93,83.09,37.77,1565.08,18.34,3.56,6.14,2.58,158.83,1.33,9.21,0.18,3.78,0.34,7.8,20.07,19.67,7.46,9.61
52,1234.27,1033.42,41.74,55.41,997.78,191.82,142.17,6.0,66.8,16.03,258.41,2.08,8.34,41.27,6.51,32.74,2.9,49.4,0.52,8.19,0.39,6.5,5.6,80.68,83.58,53.48,363.71,464.39,8.01,534.92,26.67,824.5,98.54,152.68,4147.54,639.67,18.76,4.71,23.05,9.97,16.67,392.11,60.83,91.53,109.43,12.15,78.1,35.5,1470.99,17.24,3.35,5.77,2.43,149.28,1.25,8.65,0.17,3.55,0.32,7.33,18.86,18.49,7.01,9.03
53,1158.98,970.38,39.19,52.03,936.92,180.11,133.49,5.63,62.72,15.05,242.64,1.95,7.83,38.75,6.11,30.75,2.72,46.39,0.49,7.69,0.37,6.11,5.25,75.76,78.48,50.22,341.52,436.06,7.52,502.29,25.04,774.21,92.53,143.36,3894.53,600.65,17.62,4.42,21.65,9.37,15.65,368.19,57.12,85.95,102.75,11.41,73.33,33.34,1381.25,16.19,3.14,5.42,2.28,140.18,1.18,8.13,0.16,3.33,0.3,6.88,17.71,17.36,6.58,8.48
54,1097.77,919.13,37.12,49.28,887.43,170.6,126.44,5.34,59.41,14.25,229.83,1.85,7.42,36.7,5.79,29.12,2.58,43.94,0.46,7.29,0.35,5.78,4.98,71.75,74.33,47.56,323.49,413.03,7.13,475.76,23.72,733.32,87.65,135.79,3688.85,568.93,16.69,4.19,20.5,8.87,14.82,348.74,54.1,81.41,97.33,10.81,69.46,31.58,1308.3,15.33,2.98,5.13,2.16,132.77,1.12,7.7,0.15,3.16,0.28,6.52,16.78,16.45,6.23,8.03
55,1080.53,904.7,36.54,48.51,873.5,167.92,124.46,5.25,58.47,14.03,226.22,1.82,7.3,36.13,5.7,28.67,2.54,43.25,0.46,7.17,0.34,5.69,4.9,70.63,73.17,46.82,318.41,406.54,7.02,468.29,23.34,721.8,86.27,133.66,3630.91,559.99,16.42,4.12,20.18,8.73,14.59,343.27,53.25,80.13,95.8,10.64,68.37,31.08,1287.76,15.09,2.93,5.05,2.13,130.69,1.1,7.58,0.15,3.11,0.28,6.41,16.51,16.19,6.14,7.9
56,1085.48,908.84,36.7,48.73,877.5,168.69,125.03,5.28,58.74,14.1,227.26,1.83,7.34,36.29,5.72,28.8,2.55,43.45,0.46,7.21,0.34,5.72,4.92,70.95,73.5,47.03,319.86,408.4,7.05,470.43,23.45,725.1,86.66,134.27,3647.53,562.56,16.5,4.14,20.27,8.77,14.66,344.84,53.49,80.5,96.24,10.69,68.68,31.22,1293.65,15.16,2.94,5.07,2.14,131.29,1.1,7.61,0.15,3.12,0.28,6.44,16.59,16.26,6.16,7.94
57,1115.49,933.97,37.72,50.08,901.76,173.36,128.48,5.42,60.37,14.49,233.54,1.88,7.54,37.29,5.88,29.59,2.62,44.65,0.47,7.41,0.35,5.88,5.06,72.91,75.53,48.33,328.71,419.7,7.24,483.44,24.1,745.15,89.06,137.98,3748.38,578.11,16.96,4.26,20.83,9.01,15.06,354.37,54.97,82.72,98.9,10.98,70.58,32.09,1329.42,15.58,3.02,5.21,2.2,134.91,1.13,7.82,0.15,3.21,0.29,6.62,17.05,16.71,6.34,8.16
58,1151.14,963.82,38.93,51.68,930.58,178.9,132.59,5.6,62.3,14.95,241.0,1.94,7.78,38.49,6.07,30.54,2.71,46.08,0.49,7.64,0.36,6.07,5.22,75.24,77.95,49.88,339.22,433.11,7.47,498.89,24.87,768.97,91.91,142.39,3868.2,596.59,17.5,4.39,21.5,9.3,15.54,365.7,56.73,85.37,102.06,11.34,72.84,33.11,1371.91,16.08,3.12,5.38,2.27,139.23,1.17,8.07,0.16,3.31,0.29,6.83,17.59,17.24,6.54,8.42
59,1186.17,993.14,40.11,53.25,958.89,184.34,136.63,5.77,64.19,15.4,248.34,2.0,8.02,39.66,6.26,31.47,2.79,47.48,0.5,7.87,0.38,6.25,5.38,77.53,80.32,51.39,349.54,446.29,7.7,514.07,25.63,792.37,94.7,146.73,3985.88,614.74,18.03,4.52,22.15,9.58,16.02,376.83,58.46,87.97,105.16,11.68,75.05,34.12,1413.65,16.57,3.22,5.54,2.33,143.46,1.21,8.32,0.16,3.41,0.3,7.04,18.13,17.77,6.74,8.68
60,1217.87,1019.69,41.18,54.68,984.52,189.27,140.28,5.92,65.91,15.81,254.97,2.05,8.23,40.72,6.42,32.31,2.86,48.75,0.51,8.09,0.39,6.42,5.52,79.6,82.46,52.77,358.88,458.22,7.91,527.81,26.31,813.54,97.23,150.65,4092.41,631.17,18.51,4.65,22.75,9.84,16.45,386.9,60.02,90.32,107.97,11.99,77.06,35.03,1451.43,17.01,3.3,5.69,2.4,147.3,1.24,8.54,0.17,3.5,0.31,7.23,18.61,18.24,6.92,8.91
61,1340.75,1122.58,45.34,60.19,1083.86,208.36,154.43,6.52,72.56,17.41,280.7,2.26,9.06,44.83,7.07,35.57,3.15,53.66,0.57,8.9,0.42,7.06,6.08,87.64,90.79,58.09,395.09,504.45,8.71,581.07,28.97,895.63,107.05,165.85,4505.34,694.85,20.38,5.11,25.04,10.83,18.1,425.94,66.07,99.43,118.87,13.2,84.84,38.57,1597.89,18.73,3.63,6.27,2.64,162.16,1.36,9.4,0.19,3.85,0.34,7.96,20.49,20.09,7.61,9.81
62,1361.3,1139.78,46.03,61.11,1100.47,211.56,156.8,6.62,73.67,17.68,285.0,2.29,9.2,45.51,7.18,36.12,3.2,54.49,0.57,9.04,0.43,7.17,6.17,88.98,92.18,58.98,401.14,512.18,8.84,589.97,29.41,909.36,108.69,168.39,4574.4,705.51,20.69,5.19,25.42,11.0,18.38,432.46,67.09,100.95,120.69,13.41,86.14,39.16,1622.38,19.01,3.69,6.36,2.68,164.65,1.38,9.54,0.19,3.91,0.35,8.08,20.8,20.39,7.73,9.96
63,1348.66,1129.2,45.6,60.55,1090.26,209.59,155.34,6.56,72.99,17.51,282.36,2.27,9.12,45.09,7.11,35.78,3.17,53.98,0.57,8.95,0.43,7.11,6.11,88.15,91.32,58.44,397.42,507.43,8.76,584.49,29.14,900.92,107.68,166.83,4531.93,698.95,20.5,5.14,25.19,10.9,18.21,428.45,66.46,100.02,119.57,13.28,85.34,38.79,1607.32,18.84,3.66,6.3,2.65,163.12,1.37,9.46,0.19,3.88,0.34,8.01,20.61,20.2,7.66,9.86
64,1327.74,1111.68,44.9,59.61,1073.34,206.34,152.93,6.46,71.85,17.24,277.98,2.23,8.97,44.39,7.0,35.22,3.12,53.14,0.56,8.81,0.42,7.0,6.02,86.79,89.9,57.53,391.25,499.56,8.62,575.43,28.69,886.94,106.01,164.24,4461.62,688.11,20.18,5.06,24.8,10.73,17.93,421.8,65.43,98.46,117.71,13.07,84.01,38.19,1582.38,18.54,3.6,6.2,2.61,160.59,1.35,9.31,0.18,3.82,0.34,7.88,20.29,19.89,7.54,9.71
65,1310.07,1096.89,44.3,58.81,1059.06,203.6,150.9,6.37,70.9,17.01,274.28,2.2,8.85,43.8,6.91,34.76,3.08,52.44,0.55,8.7,0.42,6.9,5.94,85.63,88.71,56.76,386.05,492.91,8.51,567.77,28.3,875.14,104.6,162.05,4402.25,678.95,19.91,5.0,24.47,10.59,17.69,416.19,64.56,97.15,116.15,12.9,82.89,37.68,1561.32,18.3,3.55,6.12,2.58,158.45,1.33,9.18,0.18,3.77,0.34,7.78,20.02,19.63,7.44,9.58
66,1301.93,1090.07,44.02,58.45,1052.48,202.33,149.96,6.33,70.46,16.91,272.57,2.19,8.8,43.53,6.87,34.54,3.06,52.11,0.55,8.64,0.41,6.86,5.9,85.1,88.16,56.41,383.65,489.85,8.45,564.24,28.13,869.7,103.95,161.05,4374.9,674.74,19.79,4.97,24.32,10.52,17.58,413.6,64.16,96.55,115.43,12.82,82.38,37.45,1551.62,18.18,3.53,6.08,2.56,157.47,1.32,9.13,0.18,3.74,0.33,7.73,19.9,19.5,7.39,9.52
67,1298.31,1087.04,43.9,58.29,1049.55,201.77,149.54,6.31,70.26,16.86,271.81,2.18,8.78,43.41,6.85,34.44,3.05,51.97,0.55,8.62,0.41,6.84,5.89,84.86,87.91,56.25,382.58,488.48,8.43,562.67,28.05,867.28,103.66,160.6,4362.71,672.86,19.74,4.95,24.25,10.49,17.53,412.45,63.98,96.28,115.1,12.78,82.15,37.34,1547.3,18.13,3.52,6.07,2.56,157.03,1.32,9.1,0.18,3.73,0.33,7.71,19.84,19.45,7.37,9.5
68,1307.62,1094.83,44.22,58.7,1057.07,203.21,150.61,6.36,70.76,16.98,273.76,2.2,8.84,43.72,6.9,34.69,3.07,52.34,0.55,8.68,0.41,6.89,5.93,85.47,88.54,56.66,385.32,491.98,8.49,566.71,28.25,873.5,104.4,161.75,4394.0,677.68,19.88,4.99,24.42,10.57,17.66,415.41,64.44,96.97,115.93,12.88,82.74,37.61,1558.4,18.26,3.55,6.11,2.57,158.15,1.33,9.17,0.18,3.76,0.33,7.76,19.98,19.59,7.43,9.56
69,1359.99,1138.68,45.99,61.06,1099.41,211.35,156.65,6.61,73.6,17.66,284.73,2.29,9.19,45.47,7.17,36.08,3.2,54.43,0.57,9.03,0.43,7.17,6.17,88.89,92.09,58.93,400.76,511.69,8.83,589.4,29.38,908.48,108.58,168.23,4569.99,704.83,20.67,5.19,25.4,10.99,18.36,432.05,67.02,100.86,120.57,13.39,86.05,39.12,1620.82,18.99,3.69,6.36,2.68,164.49,1.38,9.53,0.19,3.91,0.35,8.07,20.78,20.37,7.72,9.95
70,1407.78,1178.7,47.6,63.2,1138.05,218.78,162.15,6.84,76.18,18.28,294.73,2.37,9.52,47.07,7.42,37.35,3.31,56.35,0.59,9.35,0.45,7.42,6.38,92.02,95.32,61.0,414.84,529.67,9.14,610.11,30.41,940.41,112.4,174.14,4730.58,729.59,21.4,5.37,26.29,11.38,19.01,447.23,69.38,104.4,124.81,13.86,89.08,40.49,1677.77,19.66,3.82,6.58,2.77,170.27,1.43,9.87,0.19,4.05,0.36,8.36,21.52,21.09,8.0,10.3
71,1429.06,1196.51,48.32,64.16,1155.25,222.09,164.6,6.95,77.34,18.56,299.19,2.4,9.66,47.78,7.54,37.91,3.36,57.2,0.6,9.49,0.45,7.53,6.48,93.41,96.77,61.92,421.11,537.68,9.28,619.34,30.87,954.62,114.1,176.77,4802.09,740.62,21.72,5.45,26.69,11.55,19.3,453.99,70.43,105.98,126.7,14.07,90.42,41.11,1703.13,19.96,3.87,6.68,2.81,172.84,1.45,10.02,0.2,4.11,0.37,8.48,21.84,21.41,8.12,10.45
72,1552.35,1299.74,52.49,69.69,1254.91,241.25,178.8,7.55,84.01,20.16,325.0,2.61,10.49,51.9,8.19,41.18,3.65,62.13,0.65,10.31,0.49,8.18,7.04,101.47,105.11,67.26,457.44,584.06,10.08,672.77,33.54,1036.98,123.94,192.02,5216.37,804.52,23.6,5.92,28.99,12.54,20.96,493.16,76.5,115.12,137.63,15.29,98.22,44.65,1850.06,21.68,4.21,7.25,3.06,187.75,1.58,10.88,0.21,4.46,0.4,9.22,23.72,23.26,8.82,11.35
73,1473.03,1233.33,49.81,66.13,1190.8,228.92,169.67,7.16,79.72,19.13,308.4,2.48,9.96,49.25,7.77,39.08,3.46,58.96,0.62,9.78,0.47,7.76,6.68,96.28,99.74,63.82,434.07,554.22,9.56,638.39,31.82,984.0,117.61,182.21,4949.85,763.41,22.39,5.62,27.51,11.9,19.89,467.96,72.59,109.24,130.6,14.51,93.21,42.37,1755.54,20.57,3.99,6.88,2.9,178.16,1.5,10.33,0.2,4.23,0.38,8.75,22.51,22.07,8.37,10.77
74,1393.23,1166.52,47.11,62.55,1126.29,216.52,160.48,6.77,75.4,18.09,291.69,2.34,9.42,46.58,7.35,36.96,3.27,55.77,0.59,9.25,0.44,7.34,6.32,91.07,94.34,60.37,410.55,524.2,9.05,603.81,30.1,930.69,111.24,172.34,4681.7,722.05,21.18,5.31,26.02,11.26,18.81,442.61,68.66,103.32,123.52,13.72,88.16,40.08,1660.43,19.46,3.78,6.51,2.74,168.51,1.42,9.77,0.19,4.01,0.36,8.27,21.29,20.87,7.91,10.19
75,1313.33,1099.62,44.41,58.96,1061.69,204.1,151.27,6.39,71.07,17.05,274.96,2.21,8.88,43.91,6.93,34.84,3.09,52.57,0.55,8.72,0.42,6.92,5.95,85.84,88.93,56.9,387.01,494.13,8.53,569.18,28.37,877.31,104.86,162.46,4413.2,680.64,19.96,5.01,24.53,10.61,17.73,417.22,64.72,97.4,116.44,12.93,83.1,37.78,1565.21,18.34,3.56,6.14,2.58,158.84,1.33,9.21,0.18,3.78,0.34,7.8,20.07,19.67,7.46,9.61
76,1234.1,1033.28,41.73,55.4,997.65,191.79,142.15,6.0,66.79,16.03,258.37,2.08,8.34,41.26,6.51,32.74,2.9,49.4,0.52,8.19,0.39,6.5,5.59,80.67,83.56,53.47,363.66,464.32,8.01,534.84,26.66,824.39,98.53,152.66,4146.97,639.58,18.76,4.71,23.05,9.97,16.66,392.05,60.82,91.52,109.41,12.15,78.09,35.5,1470.78,17.24,3.35,5.77,2.43,149.26,1.25,8.65,0.17,3.55,0.32,7.33,18.86,18.49,7.01,9.03
77,1158.32,969.83,39.17,52.0,936.38,180.01,133.42,5.63,62.68,15.04,242.51,1.95,7.83,38.73,6.11,30.73,2.72,46.36,0.49,7.69,0.37,6.1,5.25,75.71,78.43,50.19,341.33,435.81,7.52,502.0,25.02,773.76,92.48,143.28,3892.3,600.31,17.61,4.42,21.63,9.36,15.64,367.98,57.08,85.9,102.69,11.41,73.29,33.32,1380.46,16.18,3.14,5.41,2.28,140.1,1.18,8.12,0.16,3.33,0.3,6.88,17.7,17.35,6.58,8.47
78,1100.65,921.54,37.22,49.41,889.76,171.05,126.78,5.35,59.56,14.29,230.43,1.85,7.44,36.8,5.8,29.2,2.59,44.05,0.46,7.31,0.35,5.8,4.99,71.94,74.53,47.69,324.33,414.11,7.15,477.01,23.78,735.24,87.88,136.15,3698.51,570.42,16.73,4.2,20.56,8.89,14.86,349.66,54.24,81.62,97.58,10.84,69.64,31.66,1311.73,15.37,2.98,5.14,2.17,133.12,1.12,7.72,0.15,3.16,0.28,6.53,16.82,16.49,6.25,8.05
79,1087.01,910.12,36.76,48.8,878.73,168.93,125.2,5.28,58.83,14.12,227.58,1.83,7.35,36.34,5.73,28.84,2.56,43.51,0.46,7.22,0.34,5.73,4.93,71.05,73.6,47.1,320.32,408.98,7.06,471.1,23.48,726.13,86.79,134.46,3652.68,563.35,16.52,4.15,20.3,8.78,14.68,345.32,53.57,80.61,96.37,10.7,68.78,31.27,1295.48,15.18,2.95,5.08,2.14,131.47,1.1,7.62,0.15,3.12,0.28,6.45,16.61,16.28,6.17,7.95
80,1089.54,912.24,36.84,48.91,880.78,169.32,125.5,5.3,58.96,14.15,228.11,1.83,7.36,36.43,5.75,28.91,2.56,43.61,0.46,7.23,0.35,5.74,4.94,71.22,73.78,47.21,321.06,409.93,7.07,472.19,23.54,727.82,86.99,134.77,3661.18,564.66,16.56,4.16,20.35,8.8,14.71,346.13,53.69,80.8,96.6,10.73,68.94,31.34,1298.49,15.22,2.95,5.09,2.14,131.78,1.11,7.64,0.15,3.13,0.28,6.47,16.65,16.32,6.19,7.97
81,1116.98,935.22,37.77,50.15,902.96,173.59,128.66,5.43,60.45,14.5,233.85,1.88,7.55,37.34,5.89,29.63,2.63,44.71,0.47,7.42,0.35,5.89,5.06,73.01,75.63,48.4,329.15,420.26,7.25,484.08,24.13,746.15,89.18,138.17,3753.39,578.88,16.98,4.26,20.86,9.03,15.08,354.85,55.05,82.83,99.03,11.0,70.68,32.13,1331.2,15.6,3.03,5.22,2.2,135.1,1.13,7.83,0.15,3.21,0.29,6.63,17.07,16.73,6.34,8.17
82,1156.58,968.37,39.11,51.92,934.98,179.74,133.22,5.62,62.59,15.02,242.14,1.95,7.82,38.67,6.1,30.68,2.72,46.29,0.49,7.68,0.37,6.09,5.24,75.6,78.32,50.11,340.82,435.16,7.51,501.25,24.99,772.6,92.34,143.07,3886.47,599.41,17.58,4.41,21.6,9.35,15.62,367.43,57.0,85.77,102.54,11.39,73.18,33.27,1378.39,16.15,3.14,5.4,2.28,139.89,1.18,8.11,0.16,3.32,0.3,6.87,17.68,17.33,6.57,8.46
83,1201.98,1006.39,40.64,53.96,971.68,186.8,138.45,5.84,65.05,15.61,251.65,2.02,8.12,40.19,6.34,31.89,2.83,48.11,0.51,7.98,0.38,6.33,5.45,78.57,81.39,52.08,354.2,452.24,7.8,520.92,25.97,802.93,95.97,148.68,4039.03,622.94,18.27,4.59,22.45,9.71,16.23,381.85,59.23,89.14,106.56,11.84,76.06,34.57,1432.5,16.79,3.26,5.62,2.37,145.38,1.22,8.43,0.17,3.46,0.31,7.14,18.37,18.01,6.83,8.79
84,1250.33,1046.86,42.28,56.13,1010.76,194.31,144.02,6.08,67.66,16.24,261.77,2.1,8.45,41.8,6.59,33.17,2.94,50.05,0.53,8.3,0.4,6.59,5.67,81.73,84.66,54.17,368.44,470.43,8.12,541.88,27.01,835.23,99.83,154.66,4201.48,647.99,19.01,4.77,23.35,10.1,16.88,397.21,61.62,92.72,110.85,12.31,79.11,35.96,1490.12,17.46,3.39,5.84,2.46,151.22,1.27,8.77,0.17,3.59,0.32,7.42,19.11,18.73,7.1,9.15
85,1385.93,1160.4,46.86,62.22,1120.38,215.39,159.64,6.74,75.0,18.0,290.16,2.33,9.37,46.34,7.31,36.77,3.26,55.47,0.58,9.2,0.44,7.3,6.28,90.59,93.85,60.05,408.4,521.45,9.0,600.65,29.94,925.81,110.65,171.44,4657.16,718.27,21.07,5.29,25.88,11.2,18.72,440.29,68.3,102.78,122.87,13.65,87.69,39.87,1651.73,19.36,3.76,6.48,2.73,167.62,1.41,9.72,0.19,3.98,0.35,8.23,21.18,20.76,7.87,10.14
86,1401.3,1173.27,47.38,62.91,1132.8,217.77,161.4,6.81,75.83,18.2,293.38,2.36,9.47,46.85,7.39,37.18,3.29,56.09,0.59,9.3,0.44,7.38,6.35,91.59,94.89,60.72,412.93,527.23,9.1,607.3,30.27,936.07,111.88,173.34,4708.79,726.23,21.3,5.35,26.17,11.32,18.92,445.17,69.06,103.92,124.23,13.8,88.67,40.31,1670.04,19.57,3.8,6.55,2.76,169.48,1.42,9.82,0.19,4.03,0.36,8.32,21.42,20.99,7.96,10.25
87,1385.29,1159.87,46.84,62.19,1119.87,215.29,159.56,6.73,74.97,17.99,290.03,2.33,9.36,46.31,7.31,36.75,3.26,55.45,0.58,9.2,0.44,7.3,6.28,90.55,93.8,60.02,408.21,521.21,8.99,600.37,29.93,925.38,110.6,171.36,4655.01,717.94,21.06,5.28,25.87,11.19,18.71,440.08,68.27,102.73,122.82,13.64,87.65,39.85,1650.97,19.35,3.76,6.47,2.73,167.55,1.41,9.71,0.19,3.98,0.35,8.22,21.17,20.75,7.87,10.13
88,1366.55,1144.17,46.21,61.35,1104.71,212.37,157.4,6.64,73.95,17.75,286.1,2.3,9.24,45.69,7.21,36.25,3.21,54.7,0.58,9.07,0.43,7.2,6.2,89.32,92.53,59.21,402.69,514.16,8.87,592.24,29.52,912.86,109.11,169.04,4592.02,708.22,20.77,5.21,25.52,11.04,18.45,434.13,67.34,101.34,121.15,13.46,86.47,39.31,1628.63,19.09,3.7,6.39,2.69,165.28,1.39,9.58,0.19,3.93,0.35,8.11,20.89,20.47,7.76,10.0
89,1353.02,1132.85,45.75,60.74,1093.78,210.27,155.84,6.58,73.22,17.57,283.27,2.28,9.15,45.24,7.14,35.9,3.18,54.16,0.57,8.98,0.43,7.13,6.13,88.44,91.62,58.62,398.7,509.07,8.78,586.38,29.23,903.83,108.03,167.37,4546.57,701.21,20.57,5.16,25.27,10.93,18.27,429.83,66.68,100.34,119.95,13.32,85.61,38.92,1612.51,18.9,3.67,6.32,2.66,163.64,1.37,9.49,0.19,3.89,0.35,8.03,20.68,20.27,7.68,9.9
90,1353.81,1133.51,45.78,60.78,1094.42,210.39,155.93,6.58,73.26,17.58,283.43,2.28,9.15,45.26,7.14,35.92,3.18,54.19,0.57,8.99,0.43,7.13,6.14,88.49,91.67,58.66,398.94,509.36,8.79,586.72,29.25,904.35,108.09,167.46,4549.21,701.62,20.58,5.16,25.28,10.94,18.28,430.08,66.72,100.4,120.02,13.33,85.66,38.94,1613.45,18.91,3.67,6.33,2.66,163.74,1.38,9.49,0.19,3.89,0.35,8.04,20.69,20.28,7.69,9.9
91,1347.26,1128.02,45.56,60.48,1089.12,209.37,155.18,6.55,72.91,17.49,282.06,2.27,9.11,45.04,7.1,35.74,3.17,53.93,0.57,8.94,0.43,7.1,6.11,88.06,91.23,58.37,397.01,506.9,8.75,583.88,29.11,899.98,107.57,166.65,4527.2,698.23,20.48,5.14,25.16,10.89,18.19,428.0,66.39,99.91,119.44,13.27,85.25,38.75,1605.64,18.82,3.65,6.3,2.65,162.95,1.37,9.45,0.19,3.87,0.34,8.0,20.59,20.18,7.65,9.85
92,1335.02,1117.78,45.14,59.93,1079.23,207.47,153.77,6.49,72.25,17.34,279.5,2.25,9.02,44.63,7.04,35.42,3.14,53.44,0.56,8.86,0.42,7.03,6.05,87.26,90.4,57.84,393.4,502.29,8.67,578.58,28.84,891.8,106.59,165.14,4486.08,691.88,20.29,5.09,24.93,10.79,18.03,424.11,65.79,99.0,118.36,13.15,84.47,38.4,1591.06,18.65,3.62,6.24,2.63,161.47,1.36,9.36,0.18,3.84,0.34,7.93,20.4,20.0,7.58,9.76
93,1377.7,1153.51,46.59,61.85,1113.73,214.11,158.69,6.7,74.56,17.89,288.44,2.32,9.31,46.06,7.27,36.55,3.24,55.14,0.58,9.15,0.44,7.26,6.25,90.05,93.29,59.69,405.98,518.35,8.94,597.08,29.76,920.31,110.0,170.42,4629.5,714.0,20.94,5.26,25.73,11.13,18.6,437.67,67.89,102.17,122.14,13.57,87.17,39.63,1641.92,19.24,3.74,6.44,2.71,166.63,1.4,9.66,0.19,3.96,0.35,8.18,21.06,20.64,7.82,10.08
94,1429.08,1196.53,48.32,64.16,1155.27,222.09,164.61,6.95,77.34,18.56,299.19,2.4,9.66,47.78,7.54,37.91,3.36,57.2,0.6,9.49,0.45,7.53,6.48,93.41,96.77,61.92,421.12,537.69,9.28,619.35,30.87,954.64,114.1,176.78,4802.17,740.63,21.72,5.45,26.69,11.55,19.3,454.0,70.43,105.98,126.7,14.07,90.43,41.11,1703.16,19.96,3.87,6.68,2.81,172.84,1.45,10.02,0.2,4.11,0.37,8.48,21.84,21.41,8.12,10.45
95,1453.74,1217.18,49.16,65.26,1175.2,225.92,167.45,7.07,78.67,18.88,304.36,2.45,9.83,48.6,7.67,38.57,3.42,58.19,0.61,9.65,0.46,7.66,6.59,95.02,98.44,62.99,428.38,546.96,9.44,630.03,31.41,971.11,116.07,179.82,4885.01,753.41,22.1,5.55,27.15,11.75,19.63,461.83,71.64,107.81,128.88,14.32,91.99,41.82,1732.54,20.3,3.94,6.79,2.86,175.83,1.48,10.19,0.2,4.18,0.37,8.63,22.22,21.78,8.26,10.63
96,1463.89,1225.67,49.5,65.72,1183.4,227.5,168.61,7.12,79.22,19.01,306.48,2.46,9.89,48.94,7.72,38.84,3.44,58.59,0.62,9.72,0.46,7.71,6.64,95.68,99.12,63.43,431.37,550.78,9.5,634.43,31.63,977.88,116.88,181.08,4919.11,758.67,22.25,5.58,27.34,11.83,19.77,465.05,72.14,108.56,129.78,14.42,92.63,42.11,1744.63,20.45,3.97,6.84,2.88,177.05,1.49,10.26,0.2,4.21,0.37,8.69,22.37,21.93,8.31,10.71
97,1397.01,1169.68,47.24,62.72,1129.34,217.11,160.91,6.79,75.6,18.14,292.48,2.35,9.44,46.71,7.37,37.06,3.28,55.92,0.59,9.27,0.44,7.36,6.33,91.31,94.6,60.53,411.67,525.62,9.07,605.45,30.18,933.21,111.54,172.81,4694.37,724.01,21.24,5.33,26.09,11.29,18.86,443.81,68.85,103.6,123.85,13.76,88.4,40.18,1664.93,19.51,3.79,6.53,2.75,168.96,1.42,9.79,0.19,4.02,0.36,8.29,21.35,20.93,7.93,10.22
98,1331.64,1114.95,45.03,59.78,1076.5,206.95,153.38,6.47,72.06,17.29,278.79,2.24,9.0,44.52,7.02,35.33,3.13,53.3,0.56,8.84,0.42,7.02,6.04,87.04,90.17,57.7,392.4,501.02,8.65,577.12,28.77,889.54,106.32,164.72,4474.73,690.13,20.24,5.08,24.87,10.76,17.98,423.04,65.62,98.75,118.06,13.11,84.26,38.3,1587.03,18.6,3.61,6.22,2.62,161.06,1.35,9.34,0.18,3.83,0.34,7.91,20.35,19.95,7.56,9.74
99,1266.78,1060.64,42.84,56.87,1024.06,196.87,145.91,6.16,68.55,16.45,265.21,2.13,8.56,42.35,6.68,33.61,2.98,50.7,0.53,8.41,0.4,6.67,5.74,82.8,85.78,54.89,373.29,476.62,8.22,549.01,27.37,846.22,101.14,156.7,4256.78,656.52,19.26,4.83,23.66,10.24,17.11,402.44,62.43,93.94,112.31,12.47,80.16,36.44,1509.73,17.69,3.43,5.92,2.49,153.21,1.29,8.88,0.17,3.64,0.32,7.52,19.36,18.98,7.19,9.27
