Time,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64
173,1220.85,1022.19,41.28,54.81,986.93,189.73,140.62,5.94,66.07,15.85,255.6,2.05,8.25,40.82,6.44,32.39,2.87,48.87,0.51,8.11,0.39,6.43,5.53,79.8,82.67,52.9,359.76,459.34,7.93,529.1,26.38,815.54,97.47,151.02,4102.44,632.72,18.56,4.66,22.8,9.87,16.49,387.84,60.16,90.54,108.24,12.02,77.25,35.12,1454.99,17.05,3.31,5.71,2.4,147.66,1.24,8.56,0.17,3.51,0.31,7.25,18.66,18.29,6.93,8.93
174,1160.27,971.46,39.23,52.09,937.96,180.32,133.64,5.64,62.79,15.07,242.91,1.95,7.84,38.79,6.12,30.78,2.73,46.44,0.49,7.7,0.37,6.11,5.26,75.84,78.56,50.27,341.9,436.55,7.53,502.85,25.07,775.07,92.64,143.52,3898.86,601.32,17.64,4.43,21.67,9.38,15.67,368.6,57.18,86.04,102.87,11.43,73.42,33.37,1382.79,16.21,3.15,5.42,2.28,140.33,1.18,8.13,0.16,3.34,0.3,6.89,17.73,17.38,6.59,8.49
175,1151.88,964.44,38.95,51.71,931.18,179.01,132.68,5.6,62.34,14.96,241.16,1.94,7.79,38.51,6.07,30.56,2.71,46.11,0.49,7.65,0.36,6.07,5.22,75.29,78.0,49.91,339.43,433.39,7.48,499.21,24.89,769.46,91.97,142.49,3870.68,596.97,17.51,4.39,21.51,9.31,15.55,365.93,56.77,85.42,102.12,11.34,72.89,33.13,1372.79,16.09,3.12,5.38,2.27,139.32,1.17,8.08,0.16,3.31,0.29,6.84,17.6,17.26,6.54,8.43
176,1175.41,984.14,39.75,52.77,950.2,182.67,135.39,5.71,63.61,15.26,246.08,1.98,7.94,39.3,6.2,31.18,2.76,47.05,0.5,7.8,0.37,6.19,5.33,76.83,79.59,50.93,346.37,442.24,7.63,509.41,25.39,785.18,93.84,145.4,3949.73,609.16,17.87,4.48,21.95,9.5,15.87,373.41,57.93,87.17,104.21,11.57,74.37,33.81,1400.83,16.42,3.19,5.49,2.31,142.16,1.19,8.24,0.16,3.38,0.3,6.98,17.96,17.61,6.68,8.6
177,1210.08,1013.17,40.92,54.33,978.23,188.06,139.38,5.88,65.49,15.71,253.34,2.04,8.18,40.46,6.38,32.1,2.84,48.43,0.51,8.03,0.38,6.38,5.49,79.1,81.94,52.43,356.58,455.29,7.86,524.43,26.14,808.34,96.61,149.68,4066.24,627.13,18.39,4.62,22.6,9.78,16.34,384.42,59.63,89.74,107.28,11.92,76.57,34.81,1442.15,16.9,3.28,5.65,2.38,146.36,1.23,8.48,0.17,3.48,0.31,7.18,18.49,18.13,6.87,8.85
178,1238.98,1037.37,41.9,55.62,1001.59,192.55,142.71,6.02,67.05,16.09,259.39,2.08,8.37,41.42,6.53,32.87,2.91,49.59,0.52,8.23,0.39,6.53,5.62,80.98,83.89,53.68,365.1,466.16,8.04,536.96,26.77,827.65,98.92,153.26,4163.37,642.11,18.83,4.73,23.14,10.01,16.73,393.61,61.06,91.88,109.84,12.2,78.4,35.64,1476.6,17.3,3.36,5.79,2.44,149.85,1.26,8.69,0.17,3.56,0.32,7.36,18.94,18.56,7.04,9.06
179,1270.9,1064.09,42.97,57.06,1027.39,197.51,146.39,6.18,68.78,16.5,266.08,2.14,8.59,42.49,6.7,33.72,2.99,50.87,0.54,8.44,0.4,6.7,5.76,83.07,86.06,55.07,374.51,478.17,8.25,550.79,27.46,848.97,101.47,157.21,4270.63,658.65,19.32,4.85,23.74,10.27,17.16,403.75,62.63,94.25,112.67,12.51,80.42,36.56,1514.64,17.75,3.45,5.94,2.5,153.71,1.29,8.91,0.18,3.65,0.33,7.55,19.42,19.04,7.22,9.3
180,1311.06,1097.72,44.33,58.86,1059.86,203.75,151.01,6.37,70.95,17.02,274.48,2.21,8.86,43.83,6.91,34.78,3.08,52.48,0.55,8.7,0.42,6.91,5.94,85.7,88.78,56.81,386.34,493.28,8.51,568.2,28.32,875.8,104.68,162.18,4405.57,679.47,19.93,5.0,24.49,10.59,17.7,416.5,64.61,97.23,116.24,12.91,82.96,37.71,1562.5,18.31,3.55,6.13,2.58,158.57,1.33,9.19,0.18,3.77,0.34,7.78,20.04,19.64,7.45,9.59
181,1429.63,1196.99,48.34,64.18,1155.71,222.18,164.67,6.95,77.37,18.56,299.31,2.4,9.66,47.8,7.54,37.93,3.36,57.22,0.6,9.49,0.45,7.53,6.48,93.45,96.8,61.94,421.28,537.89,9.28,619.58,30.89,955.0,114.14,176.84,4804.01,740.92,21.73,5.45,26.7,11.55,19.31,454.17,70.45,106.02,126.75,14.08,90.46,41.12,1703.81,19.97,3.88,6.68,2.81,172.91,1.45,10.02,0.2,4.11,0.37,8.49,21.85,21.42,8.12,10.46
182,1457.01,1219.91,49.27,65.41,1177.84,226.43,167.82,7.08,78.85,18.92,305.04,2.45,9.85,48.71,7.68,38.65,3.42,58.32,0.61,9.67,0.46,7.68,6.61,95.24,98.66,63.13,429.35,548.19,9.46,631.45,31.48,973.29,116.33,180.23,4895.99,755.1,22.15,5.56,27.21,11.77,19.67,462.87,71.8,108.05,129.17,14.35,92.19,41.91,1736.44,20.35,3.95,6.81,2.87,176.22,1.48,10.21,0.2,4.19,0.37,8.65,22.27,21.83,8.28,10.66
183,1428.77,1196.27,48.31,64.14,1155.01,222.04,164.57,6.95,77.32,18.55,299.13,2.4,9.66,47.77,7.53,37.9,3.36,57.19,0.6,9.49,0.45,7.53,6.48,93.39,96.75,61.91,421.03,537.57,9.28,619.21,30.87,954.43,114.07,176.74,4801.11,740.47,21.72,5.45,26.68,11.55,19.29,453.9,70.41,105.96,126.67,14.07,90.41,41.1,1702.79,19.96,3.87,6.68,2.81,172.81,1.45,10.02,0.2,4.11,0.37,8.48,21.84,21.4,8.11,10.45
184,1397.29,1169.92,47.25,62.73,1129.57,217.15,160.94,6.79,75.62,18.14,292.54,2.35,9.44,46.72,7.37,37.07,3.28,55.93,0.59,9.28,0.44,7.36,6.33,91.33,94.61,60.54,411.75,525.72,9.07,605.57,30.19,933.4,111.56,172.84,4695.34,724.16,21.24,5.33,26.1,11.29,18.87,443.9,68.86,103.62,123.88,13.76,88.41,40.19,1665.27,19.52,3.79,6.53,2.75,169.0,1.42,9.8,0.19,4.02,0.36,8.3,21.36,20.93,7.94,10.22
185,1370.26,1147.29,46.33,61.52,1107.72,212.95,157.83,6.66,74.15,17.79,286.88,2.31,9.26,45.81,7.23,36.35,3.22,54.85,0.58,9.1,0.43,7.22,6.21,89.57,92.78,59.37,403.79,515.55,8.9,593.86,29.6,915.34,109.4,169.5,4604.51,710.15,20.83,5.23,25.59,11.07,18.5,435.31,67.53,101.62,121.48,13.49,86.7,39.41,1633.06,19.14,3.71,6.4,2.7,165.73,1.39,9.61,0.19,3.94,0.35,8.13,20.94,20.53,7.78,10.02
186,1350.13,1130.43,45.65,60.61,1091.44,209.82,155.51,6.56,73.07,17.53,282.67,2.27,9.13,45.14,7.12,35.82,3.17,54.04,0.57,8.96,0.43,7.11,6.12,88.25,91.42,58.5,397.85,507.98,8.77,585.13,29.17,901.9,107.8,167.01,4536.87,699.72,20.52,5.15,25.22,10.91,18.23,428.92,66.54,100.13,119.7,13.3,85.43,38.84,1609.07,18.86,3.66,6.31,2.66,163.29,1.37,9.47,0.19,3.88,0.35,8.02,20.63,20.23,7.67,9.88
187,1336.98,1119.42,45.21,60.02,1080.81,207.78,154.0,6.5,72.35,17.36,279.91,2.25,9.04,44.7,7.05,35.47,3.14,53.51,0.56,8.88,0.42,7.04,6.06,87.39,90.53,57.93,393.98,503.03,8.68,579.43,28.88,893.11,106.74,165.38,4492.66,692.9,20.32,5.1,24.97,10.8,18.05,424.74,65.89,99.15,118.53,13.17,84.6,38.46,1593.39,18.67,3.62,6.25,2.63,161.7,1.36,9.37,0.18,3.84,0.34,7.94,20.43,20.03,7.59,9.78
188,1330.19,1113.73,44.98,59.72,1075.32,206.72,153.21,6.47,71.99,17.27,278.49,2.24,8.99,44.47,7.01,35.29,3.13,53.24,0.56,8.83,0.42,7.01,6.03,86.95,90.07,57.63,391.98,500.48,8.64,576.49,28.74,888.57,106.2,164.54,4469.85,689.38,20.22,5.07,24.84,10.75,17.96,422.58,65.55,98.65,117.93,13.1,84.17,38.26,1585.3,18.58,3.61,6.22,2.62,160.88,1.35,9.33,0.18,3.82,0.34,7.9,20.33,19.93,7.55,9.73
189,1379.52,1155.04,46.65,61.93,1115.2,214.39,158.9,6.71,74.66,17.91,288.82,2.32,9.32,46.12,7.28,36.6,3.24,55.22,0.58,9.16,0.44,7.27,6.25,90.17,93.41,59.77,406.51,519.04,8.96,597.87,29.8,921.53,110.14,170.64,4635.62,714.95,20.97,5.26,25.76,11.15,18.63,438.25,67.98,102.3,122.3,13.58,87.29,39.68,1644.09,19.27,3.74,6.45,2.72,166.85,1.4,9.67,0.19,3.97,0.35,8.19,21.08,20.67,7.84,10.09
190,1448.71,1212.97,48.99,65.04,1171.13,225.14,166.87,7.04,78.4,18.81,303.3,2.44,9.79,48.43,7.64,38.43,3.41,57.99,0.61,9.62,0.46,7.63,6.57,94.69,98.1,62.77,426.9,545.07,9.41,627.85,31.3,967.75,115.67,179.2,4868.11,750.8,22.02,5.53,27.06,11.71,19.56,460.23,71.39,107.44,128.44,14.27,91.67,41.67,1726.55,20.23,3.93,6.77,2.85,175.22,1.47,10.16,0.2,4.16,0.37,8.6,22.14,21.7,8.23,10.6
191,1477.72,1237.25,49.97,66.34,1194.58,229.65,170.21,7.18,79.97,19.19,309.38,2.49,9.99,49.4,7.79,39.2,3.47,59.15,0.62,9.81,0.47,7.79,6.7,96.59,100.06,64.03,435.45,555.98,9.59,640.42,31.93,987.13,117.98,182.79,4965.59,765.84,22.46,5.64,27.6,11.94,19.95,469.45,72.82,109.59,131.01,14.55,93.5,42.51,1761.12,20.64,4.01,6.91,2.91,178.73,1.5,10.36,0.2,4.25,0.38,8.77,22.58,22.14,8.39,10.81
192,1584.68,1326.81,53.59,71.14,1281.05,246.27,182.53,7.7,85.76,20.58,331.77,2.67,10.71,52.98,8.36,42.04,3.72,63.43,0.67,10.52,0.5,8.35,7.18,103.58,107.3,68.66,466.97,596.23,10.29,686.78,34.24,1058.58,126.52,196.02,5325.03,821.27,24.09,6.05,29.6,12.81,21.4,503.43,78.09,117.52,140.49,15.6,100.27,45.58,1888.6,22.13,4.3,7.41,3.12,191.66,1.61,11.11,0.22,4.56,0.41,9.41,24.22,23.74,9.0,11.59
193,1506.11,1261.02,50.93,67.62,1217.53,234.06,173.48,7.32,81.51,19.56,315.32,2.53,10.18,50.35,7.94,39.96,3.54,60.28,0.64,10.0,0.48,7.94,6.83,98.44,101.98,65.26,443.82,566.67,9.78,652.73,32.54,1006.09,120.25,186.3,5060.99,780.55,22.89,5.75,28.13,12.17,20.34,478.47,74.22,111.69,133.53,14.83,95.3,43.32,1794.95,21.04,4.08,7.04,2.96,182.16,1.53,10.56,0.21,4.33,0.39,8.94,23.02,22.56,8.55,11.02
194,1424.79,1192.93,48.18,63.96,1151.79,221.42,164.11,6.93,77.11,18.5,298.29,2.4,9.63,47.63,7.51,37.8,3.35,57.03,0.6,9.46,0.45,7.51,6.46,93.13,96.48,61.73,419.85,536.07,9.25,617.48,30.78,951.77,113.76,176.24,4787.72,738.41,21.66,5.44,26.61,11.51,19.24,452.63,70.21,105.66,126.32,14.03,90.15,40.98,1698.04,19.9,3.86,6.66,2.8,172.32,1.45,9.99,0.2,4.1,0.36,8.46,21.78,21.34,8.09,10.42
195,1342.85,1124.33,45.41,60.29,1085.56,208.69,154.67,6.53,72.67,17.44,281.14,2.26,9.08,44.9,7.08,35.63,3.16,53.75,0.57,8.92,0.43,7.08,6.09,87.77,90.93,58.18,395.71,505.24,8.72,581.97,29.01,897.03,107.21,166.11,4512.39,695.94,20.41,5.12,25.08,10.85,18.13,426.6,66.18,99.58,119.05,13.22,84.97,38.63,1600.38,18.76,3.64,6.28,2.64,162.41,1.36,9.41,0.19,3.86,0.34,7.97,20.52,20.12,7.63,9.82
196,1260.91,1055.72,42.64,56.61,1019.31,195.96,145.23,6.13,68.24,16.37,263.98,2.12,8.52,42.16,6.65,33.45,2.96,50.47,0.53,8.37,0.4,6.64,5.72,82.42,85.38,54.63,371.56,474.41,8.19,546.46,27.24,842.29,100.67,155.97,4237.04,653.47,19.17,4.81,23.55,10.19,17.03,400.57,62.14,93.51,111.79,12.42,79.78,36.27,1502.73,17.61,3.42,5.89,2.48,152.5,1.28,8.84,0.17,3.62,0.32,7.49,19.27,18.89,7.16,9.22
197,1181.13,988.93,39.94,53.03,954.82,183.56,136.05,5.74,63.92,15.34,247.28,1.99,7.98,39.49,6.23,31.34,2.78,47.28,0.5,7.84,0.37,6.22,5.35,77.2,79.98,51.18,348.05,444.39,7.67,511.89,25.52,789.0,94.3,146.1,3968.96,612.13,17.95,4.51,22.06,9.54,15.95,375.23,58.21,87.59,104.72,11.63,74.74,33.97,1407.65,16.5,3.2,5.52,2.32,142.85,1.2,8.28,0.16,3.4,0.3,7.01,18.05,17.69,6.71,8.64
198,1118.31,936.33,37.82,50.21,904.04,173.79,128.81,5.44,60.52,14.52,234.13,1.88,7.56,37.39,5.9,29.67,2.63,44.76,0.47,7.42,0.35,5.89,5.07,73.1,75.72,48.45,329.54,420.76,7.26,484.66,24.16,747.04,89.29,138.33,3757.87,579.57,17.0,4.27,20.89,9.04,15.1,355.27,55.11,82.93,99.15,11.01,70.76,32.17,1332.78,15.62,3.03,5.23,2.2,135.26,1.14,7.84,0.15,3.21,0.29,6.64,17.09,16.75,6.35,8.18
199,1096.36,917.96,37.07,49.22,886.3,170.38,126.28,5.33,59.33,14.24,229.54,1.84,7.41,36.65,5.78,29.09,2.58,43.88,0.46,7.28,0.35,5.78,4.97,71.66,74.24,47.5,323.07,412.5,7.12,475.15,23.69,732.38,87.53,135.62,3684.12,568.2,16.67,4.18,20.48,8.86,14.8,348.3,54.03,81.31,97.2,10.8,69.37,31.54,1306.63,15.31,2.97,5.12,2.16,132.6,1.11,7.69,0.15,3.15,0.28,6.51,16.76,16.42,6.23,8.02
200,1105.21,925.36,37.37,49.62,893.45,171.76,127.3,5.37,59.81,14.35,231.39,1.86,7.47,36.95,5.83,29.32,2.6,44.24,0.47,7.34,0.35,5.82,5.01,72.24,74.84,47.89,325.68,415.83,7.18,478.99,23.88,738.29,88.24,136.71,3713.85,572.78,16.8,4.22,20.64,8.93,14.92,351.11,54.47,81.96,97.99,10.88,69.93,31.79,1317.17,15.44,3.0,5.16,2.18,133.67,1.12,7.75,0.15,3.18,0.28,6.56,16.89,16.56,6.28,8.08
201,1135.35,950.59,38.39,50.97,917.81,176.44,130.77,5.52,61.44,14.74,237.7,1.91,7.67,37.96,5.99,30.12,2.67,45.44,0.48,7.54,0.36,5.98,5.15,74.21,76.88,49.19,334.56,427.17,7.37,492.04,24.53,758.42,90.65,140.44,3815.11,588.4,17.26,4.33,21.2,9.17,15.33,360.68,55.95,84.2,100.66,11.18,71.84,32.66,1353.09,15.86,3.08,5.31,2.23,137.32,1.15,7.96,0.16,3.26,0.29,6.74,17.35,17.01,6.45,8.3
202,1165.56,975.89,39.41,52.33,942.23,181.14,134.25,5.67,63.08,15.14,244.02,1.96,7.88,38.97,6.15,30.92,2.74,46.65,0.49,7.74,0.37,6.14,5.28,76.19,78.92,50.5,343.46,438.53,7.57,505.14,25.18,778.6,93.06,144.18,3916.63,604.06,17.72,4.45,21.77,9.42,15.74,370.28,57.44,86.44,103.33,11.48,73.75,33.53,1389.09,16.28,3.16,5.45,2.29,140.97,1.18,8.17,0.16,3.35,0.3,6.92,17.81,17.46,6.62,8.53
203,1196.36,1001.68,40.45,53.71,967.14,185.92,137.8,5.82,64.74,15.54,250.47,2.01,8.09,40.0,6.31,31.74,2.81,47.89,0.5,7.94,0.38,6.3,5.42,78.2,81.01,51.84,352.54,450.13,7.77,518.49,25.85,799.18,95.52,147.99,4020.15,620.02,18.19,4.56,22.34,9.67,16.16,380.07,58.96,88.72,106.07,11.78,75.7,34.41,1425.81,16.71,3.24,5.59,2.35,144.7,1.22,8.39,0.17,3.44,0.31,7.1,18.28,17.92,6.79,8.75
204,1229.11,1029.1,41.56,55.18,993.61,191.01,141.57,5.98,66.52,15.96,257.33,2.07,8.31,41.09,6.48,32.61,2.89,49.2,0.52,8.16,0.39,6.48,5.57,80.34,83.23,53.26,362.19,462.45,7.98,532.68,26.55,821.05,98.13,152.04,4130.19,636.99,18.68,4.69,22.96,9.93,16.6,390.47,60.57,91.15,108.97,12.1,77.77,35.35,1464.83,17.17,3.33,5.74,2.42,148.66,1.25,8.62,0.17,3.53,0.31,7.3,18.78,18.41,6.98,8.99
205,1327.12,1111.16,44.88,59.58,1072.84,206.25,152.86,6.45,71.82,17.23,277.85,2.23,8.97,44.37,7.0,35.21,3.12,53.12,0.56,8.81,0.42,6.99,6.02,86.75,89.86,57.5,391.07,499.32,8.62,575.16,28.67,886.53,105.96,164.16,4459.54,687.79,20.17,5.06,24.79,10.72,17.92,421.61,65.4,98.42,117.66,13.07,83.97,38.17,1581.64,18.54,3.6,6.2,2.61,160.51,1.35,9.3,0.18,3.82,0.34,7.88,20.28,19.88,7.54,9.71
206,1366.69,1144.29,46.21,61.36,1104.83,212.39,157.42,6.64,73.96,17.75,286.13,2.3,9.24,45.69,7.21,36.26,3.21,54.7,0.58,9.07,0.43,7.2,6.2,89.33,92.54,59.22,402.73,514.21,8.87,592.31,29.53,912.96,109.12,169.06,4592.5,708.3,20.77,5.21,25.52,11.04,18.46,434.18,67.35,101.35,121.17,13.46,86.48,39.31,1628.8,19.09,3.71,6.39,2.69,165.3,1.39,9.58,0.19,3.93,0.35,8.11,20.89,20.47,7.76,10.0
207,1375.73,1151.87,46.52,61.76,1112.14,213.8,158.46,6.69,74.45,17.86,288.02,2.31,9.3,45.99,7.26,36.5,3.23,55.06,0.58,9.13,0.44,7.25,6.24,89.92,93.15,59.61,405.4,517.61,8.93,596.23,29.72,919.0,109.84,170.18,4622.89,712.98,20.91,5.25,25.69,11.12,18.58,437.05,67.8,102.02,121.97,13.55,87.05,39.57,1639.58,19.21,3.73,6.43,2.71,166.39,1.4,9.65,0.19,3.95,0.35,8.17,21.03,20.61,7.81,10.06
208,1383.37,1158.26,46.78,62.11,1118.32,214.99,159.34,6.73,74.86,17.96,289.62,2.33,9.35,46.25,7.3,36.7,3.25,55.37,0.58,9.18,0.44,7.29,6.27,90.42,93.67,59.94,407.65,520.49,8.98,599.54,29.89,924.1,110.45,171.12,4648.56,716.94,21.03,5.28,25.84,11.18,18.68,439.48,68.17,102.59,122.65,13.62,87.53,39.79,1648.68,19.32,3.75,6.46,2.72,167.32,1.41,9.7,0.19,3.98,0.35,8.21,21.14,20.72,7.86,10.12
209,1357.84,1136.88,45.91,60.96,1097.67,211.02,156.4,6.6,73.48,17.63,284.28,2.28,9.18,45.4,7.16,36.02,3.19,54.35,0.57,9.01,0.43,7.15,6.16,88.75,91.94,58.83,400.12,510.88,8.82,588.47,29.34,907.04,108.41,167.96,4562.76,703.71,20.64,5.18,25.36,10.97,18.34,431.36,66.92,100.7,120.38,13.37,85.92,39.06,1618.25,18.96,3.68,6.35,2.67,164.23,1.38,9.52,0.19,3.9,0.35,8.06,20.75,20.34,7.71,9.93
210,1339.59,1121.6,45.3,60.14,1082.92,208.18,154.3,6.51,72.49,17.4,280.46,2.25,9.05,44.79,7.06,35.54,3.15,53.62,0.56,8.89,0.42,7.06,6.07,87.56,90.71,58.04,394.75,504.01,8.7,580.56,28.94,894.85,106.95,165.7,4501.42,694.25,20.36,5.11,25.02,10.82,18.09,425.56,66.02,99.34,118.76,13.19,84.76,38.53,1596.5,18.71,3.63,6.26,2.64,162.02,1.36,9.39,0.18,3.85,0.34,7.95,20.47,20.07,7.61,9.8
211,1331.54,1114.87,45.03,59.78,1076.42,206.93,153.37,6.47,72.06,17.29,278.77,2.24,9.0,44.52,7.02,35.33,3.13,53.3,0.56,8.84,0.42,7.02,6.04,87.03,90.16,57.69,392.38,500.99,8.65,577.07,28.77,889.48,106.31,164.71,4474.4,690.08,20.24,5.08,24.87,10.76,17.98,423.01,65.62,98.75,118.05,13.11,84.25,38.3,1586.91,18.6,3.61,6.22,2.62,161.05,1.35,9.34,0.18,3.83,0.34,7.91,20.35,19.95,7.56,9.74
212,1361.73,1140.14,46.05,61.13,1100.82,211.62,156.85,6.62,73.69,17.68,285.09,2.29,9.2,45.53,7.18,36.13,3.2,54.5,0.57,9.04,0.43,7.18,6.17,89.01,92.21,59.0,401.27,512.35,8.84,590.16,29.42,909.65,108.72,168.44,4575.84,705.73,20.7,5.19,25.43,11.0,18.39,432.6,67.11,100.99,120.73,13.41,86.16,39.17,1622.89,19.02,3.69,6.36,2.68,164.7,1.38,9.55,0.19,3.91,0.35,8.08,20.81,20.4,7.73,9.96
213,1388.92,1162.91,46.97,62.35,1122.8,215.85,159.98,6.75,75.16,18.04,290.79,2.34,9.39,46.44,7.32,36.85,3.26,55.59,0.59,9.22,0.44,7.32,6.3,90.79,94.05,60.18,409.28,522.57,9.02,601.94,30.01,927.81,110.89,171.81,4667.21,719.82,21.11,5.3,25.94,11.22,18.76,441.24,68.45,103.0,123.14,13.68,87.88,39.95,1655.29,19.4,3.77,6.49,2.73,167.99,1.41,9.74,0.19,3.99,0.36,8.25,21.23,20.81,7.89,10.16
214,1412.83,1182.93,47.77,63.43,1142.13,219.57,162.73,6.87,76.46,18.35,295.79,2.38,9.55,47.23,7.45,37.48,3.32,56.55,0.6,9.38,0.45,7.44,6.41,92.35,95.67,61.22,416.33,531.57,9.17,612.3,30.52,943.78,112.8,174.77,4747.56,732.21,21.48,5.39,26.39,11.42,19.08,448.83,69.63,104.77,125.26,13.91,89.4,40.64,1683.79,19.73,3.83,6.6,2.78,170.88,1.44,9.91,0.2,4.06,0.36,8.39,21.59,21.17,8.02,10.33
215,1417.89,1187.16,47.95,63.66,1146.21,220.35,163.32,6.89,76.73,18.41,296.85,2.39,9.58,47.4,7.48,37.62,3.33,56.75,0.6,9.41,0.45,7.47,6.43,92.68,96.01,61.43,417.82,533.47,9.21,614.49,30.63,947.16,113.2,175.39,4764.53,734.83,21.55,5.41,26.48,11.46,19.15,450.44,69.87,105.15,125.71,13.96,89.72,40.78,1689.81,19.8,3.84,6.63,2.79,171.49,1.44,9.94,0.2,4.08,0.36,8.42,21.67,21.24,8.05,10.37
216,1487.6,1245.53,50.3,66.78,1202.57,231.19,171.35,7.23,80.5,19.32,311.45,2.5,10.05,49.73,7.85,39.47,3.5,59.54,0.63,9.88,0.47,7.84,6.74,97.24,100.73,64.46,438.36,559.7,9.66,644.71,32.14,993.73,118.77,184.01,4998.8,770.96,22.61,5.67,27.78,12.02,20.09,472.59,73.31,110.32,131.89,14.65,94.13,42.79,1772.9,20.78,4.03,6.95,2.93,179.92,1.51,10.43,0.21,4.28,0.38,8.83,22.74,22.29,8.45,10.88
217,1404.05,1175.58,47.48,63.03,1135.03,218.2,161.72,6.83,75.98,18.23,293.95,2.36,9.49,46.94,7.4,37.25,3.3,56.2,0.59,9.32,0.44,7.4,6.37,91.77,95.07,60.84,413.74,528.27,9.12,608.5,30.33,937.92,112.1,173.68,4718.05,727.66,21.34,5.36,26.22,11.35,18.96,446.04,69.19,104.12,124.48,13.83,88.84,40.39,1673.33,19.61,3.81,6.56,2.76,169.82,1.43,9.84,0.19,4.04,0.36,8.34,21.46,21.03,7.97,10.27
218,1326.91,1110.99,44.87,59.57,1072.67,206.21,152.84,6.45,71.81,17.23,277.8,2.23,8.97,44.36,7.0,35.2,3.12,53.11,0.56,8.81,0.42,6.99,6.02,86.73,89.85,57.49,391.01,499.24,8.62,575.07,28.67,886.38,105.94,164.14,4458.83,687.68,20.17,5.06,24.78,10.72,17.92,421.54,65.39,98.4,117.64,13.07,83.96,38.17,1581.39,18.53,3.6,6.2,2.61,160.49,1.35,9.3,0.18,3.81,0.34,7.88,20.28,19.88,7.54,9.71
219,1250.78,1047.24,42.29,56.15,1011.12,194.38,144.07,6.08,67.69,16.24,261.86,2.1,8.45,41.82,6.6,33.18,2.94,50.06,0.53,8.3,0.4,6.59,5.67,81.76,84.69,54.19,368.57,470.6,8.12,542.07,27.02,835.53,99.86,154.72,4203.0,648.22,19.01,4.77,23.36,10.11,16.89,397.35,61.64,92.76,110.89,12.32,79.14,35.98,1490.65,17.47,3.39,5.85,2.46,151.28,1.27,8.77,0.17,3.6,0.32,7.43,19.12,18.74,7.1,9.15
220,1175.06,983.85,39.73,52.75,949.92,182.61,135.35,5.71,63.59,15.26,246.01,1.98,7.94,39.29,6.2,31.17,2.76,47.03,0.5,7.8,0.37,6.19,5.33,76.81,79.57,50.91,346.26,442.11,7.63,509.26,25.39,784.95,93.82,145.35,3948.57,608.98,17.86,4.48,21.95,9.5,15.87,373.3,57.91,87.14,104.18,11.57,74.35,33.8,1400.42,16.41,3.19,5.49,2.31,142.12,1.19,8.24,0.16,3.38,0.3,6.98,17.96,17.6,6.67,8.59
221,1098.65,919.87,37.15,49.32,888.15,170.74,126.55,5.34,59.46,14.27,230.01,1.85,7.43,36.73,5.79,29.15,2.58,43.97,0.46,7.29,0.35,5.79,4.98,71.81,74.39,47.6,323.75,413.36,7.13,476.14,23.74,733.91,87.72,135.9,3691.81,569.38,16.7,4.19,20.52,8.88,14.84,349.02,54.14,81.48,97.4,10.82,69.52,31.6,1309.36,15.34,2.98,5.13,2.16,132.88,1.12,7.7,0.15,3.16,0.28,6.52,16.79,16.46,6.24,8.04
222,1035.86,867.29,35.03,46.5,837.38,160.98,119.31,5.04,56.06,13.45,216.87,1.74,7.0,34.63,5.46,27.48,2.43,41.46,0.44,6.88,0.33,5.46,4.7,67.71,70.14,44.88,305.24,389.74,6.73,448.93,22.38,691.96,82.7,128.13,3480.8,536.84,15.75,3.95,19.35,8.37,13.99,329.07,51.05,76.82,91.84,10.2,65.54,29.8,1234.52,14.47,2.81,4.84,2.04,125.28,1.05,7.26,0.14,2.98,0.26,6.15,15.83,15.52,5.88,7.58
