ISO,inv_sce,nNodes,ny,ensid,in_sample_year_list,num_rep_days,RPS,line limit rate,CRM reserve,run time(s),greenfield_vRE,greenfield_thermal,greenfield_line,greenfield_storage,VRE_expansion_allowed,thermal_expansion_allowed,line_expansion_allowed,storage_expansion_allowed,total system cost,vRE_est_cost,vRE_FOM_cost,solar-UPV_total_cap,solar-UPV_new_cap,solar-UPV_FOM_cost,solar-UPV_gen,solar-UPV_est_cost,wind-onshore_total_cap,wind-onshore_new_cap,wind-onshore_FOM_cost,wind-onshore_gen,wind-onshore_est_cost,thermal_est_cost,thermal_FOM_cost,thermal_VOM_cost,CCGT_total_cap,CCGT_new_cap,CCGT_FOM_cost,CCGT_gen,CCGT_est_cost,gas fuel cost,Line_total_cap,Line_new_cap,Line_num,Line_FOM_cost,Line_est_cost,Line_flow,storage_total_cap,storage_new_cap,storage_FOM_cost,storage_est_cost,shed load,shedding cost,total generation,storage_charge,storage_discharge,total demand
ISONE,historic,64,2,15,"[np.int64(2006), np.int64(2016)]",730,1,100,0,3641.24606,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51743026077,11340124449,2691473398,54328.29526,54328.29526,1303879086,108972779.1,5979045783,43362.32225,43362.32225,1387594312,182605085.2,5361078666,0,0,0,0,0,0,0,0,0,96335.12953,96335.12953,159,0,388406762.6,876852525,45955.81964,45955.81964,2213921611,9237586716,0.002032978,203.2978251,291577864.3,339653299.4,287462955.5,239387520.5
ISONE,historic,64,2,36,"[np.int64(2017), np.int64(2014)]",730,1,100,0,3428.613455,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47460127842,10456272364,2476073213,51348.35929,51348.35929,1232360623,111752399.3,5651091933,38866.01845,38866.01845,1243712590,176905594.3,4805180431,0,0,0,0,0,0,0,0,0,90006.91625,90006.91625,159,0,370630233.6,961320034.1,41844.73925,41844.73925,2015870313,8411217782,0.000289657,28.96569123,288657993.6,312258773.6,264320333.4,240719553.3
ISONE,historic,64,2,26,"[np.int64(2002), np.int64(2004)]",730,1,100,0,3399.702065,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,53766570501,11393540029,2681371728,59663.21639,59663.21639,1431917193,121084262.9,6566175152,39045.45419,39045.45419,1249454534,177430561.9,4827364878,0,0,0,0,0,0,0,0,0,97922.39011,97922.39011,159,0,456323246.7,943212040.8,49569.76611,49569.76611,2388023482,9964026677,0.001744342,174.4341743,298514824.8,385574163.8,326395090.9,239335752
ISONE,historic,64,2,2,"[np.int64(2001), np.int64(2002)]",730,1,100,0,3240.283458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47336742246,9222771636,2200592855,41586.14171,41586.14171,998067401,104306147.1,4576720915,37578.92042,37578.92042,1202525453,182844156.3,4646050720,0,0,0,0,0,0,0,0,0,95518.57902,95518.57902,159,0,393555837.5,906519758.9,47560.82073,47560.82073,2291242539,9560208243,0.000282159,28.21593696,287150303.4,312712518.6,264727255.7,239165040.5
ISONE,historic,64,2,16,"[np.int64(2006), np.int64(2018)]",730,1,100,0,3323.394483,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54049990679,10932816957,2534610787,65797.70922,65797.70922,1579145021,147703969.8,7241300577,29858.30517,29858.30517,955465765.5,146410675.2,3691516379,0,0,0,0,0,0,0,0,0,97428.62548,97428.62548,159,0,397160241.6,877490499.2,50503.39717,50503.39717,2433001158,10151696006,11514.2038,1151420380,294114645.1,343581724.7,290870923,241415357.5
ISONE,historic,64,2,7,"[np.int64(2001), np.int64(2016)]",730,1,100,0,3560.769751,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51350382547,11553620789,2750792714,53422.91997,53422.91997,1282150079,106062600.7,5879405618,45895.08234,45895.08234,1468642635,192881204.5,5674215171,0,0,0,0,0,0,0,0,0,86415.77739,86415.77739,159,0,338187393.4,823094521.8,44274.66831,44274.66831,2132932146,8899658215,0.000329933,32.99327714,298943805.2,381942642.3,323233847.8,240235010.7
ISONE,historic,64,2,31,"[np.int64(2009), np.int64(2004)]",730,1,100,0,2897.737489,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57696921700,13923590761,3286337851,70784.84812,70784.84812,1698836355,116123756,7790155123,49609.42177,49609.42177,1587501497,183254490.6,6133435637,0,0,0,0,0,0,0,0,0,83611.39231,83611.39231,159,0,362817754.2,834978834.9,45250.34474,45250.34474,2179935358,9095779092,0.000680269,68.02687142,299378246.6,392254245.9,332022361.1,239146361.9
ISONE,historic,64,2,37,"[np.int64(2017), np.int64(2016)]",730,1,100,0,3337.383832,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,51290506509,11768439713,2809993849,52620.22078,52620.22078,1262885299,97209878.18,5791065367,48347.14221,48347.14221,1547108551,202242135.3,5977374346,0,0,0,0,0,0,0,0,0,92246.95761,92246.95761,159,0,372933086.3,869380846.6,42915.42297,42915.42297,2067450502,8626436090,0.000284744,28.47437476,299452013.5,381253985.2,322645677.4,240843705.7
ISONE,historic,64,2,27,"[np.int64(2002), np.int64(2014)]",730,1,100,0,3463.8508,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,47162828156,9664106163,2305818384,43593.71627,43593.71627,1046249190,95445202.75,4797662511,39361.53731,39361.53731,1259569194,191301965.3,4866443653,0,0,0,0,0,0,0,0,0,87809.98828,87809.98828,159,0,356134594.2,892880758.6,38520.28521,38520.28521,1855714740,7742968741,33133.4291,3313342910,286747168.1,304458594.6,257709281.8,240030988.7
ISONE,historic,64,2,17,"[np.int64(2012), np.int64(2002)]",730,1,100,0,3683.620848,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54225354074,12239613223,2888731410,62255.70217,62255.70217,1494136852,122536014.6,6851488562,43581.07995,43581.07995,1394594558,175218894.1,5388124662,0,0,0,0,0,0,0,0,0,88800.49416,88800.49416,159,0,334685210.9,834299927.7,46750.96674,46750.96674,2252227823,9397419361,0.000175173,17.51726343,297754908.6,381485194.7,322919562,239189275.9
